"","ID","MonthlyIncome"
"97",967,2736.93944281995
"98",968,8881.55757310224
"99",969,16317.1217374366
"100",970,2700.62295504076
"101",971,5578.82378241228
"102",972,5832.29760454732
"103",973,2700.62295504076
"104",974,2548.90985508177
"105",975,5615.272928845
"106",976,2689.93204588541
"107",977,6425.78055217215
"108",978,2783.9468397545
"109",979,9744.53008032814
"110",980,19124.3903893371
"111",981,2626.36120171672
"112",982,9360.88991659362
"113",983,2761.02407511285
"114",984,2572.44060085835
"115",985,5626.38855539741
"116",986,2877.96163362359
"117",987,2548.90985508177
"118",988,5578.82378241228
"119",989,10247.5172620065
"120",990,2642.92464895086
"121",991,4652.10285259729
"122",992,2736.93944281995
"123",993,4761.90190173153
"124",994,5483.69423644203
"125",995,5531.25900942716
"126",996,4951.31744078747
"127",997,2642.92464895086
"128",998,16446.0080169932
"129",999,9073.29051049879
"130",1000,2459.01847475237
"131",1001,4322.70570519456
"132",1002,5378.00000000013
"133",1003,5415.65302983701
"134",1004,6229.7589195727
"135",1005,2971.97642749269
"136",1006,5673.95332838254
"137",1007,2410.67879828325
"138",1008,5832.29760454732
"139",1009,19212.7825324448
"140",1010,4794.00000000004
"141",1011,9744.53008032814
"142",1012,5260.87450015383
"143",1013,5864.21242032305
"144",1014,4516.86289461645
"145",1015,5673.95332838254
"146",1016,2881.82631525705
"147",1017,3002.62855540124
"148",1018,8881.55757310224
"149",1019,9073.29051049879
"150",1020,2501.90245814722
"151",1021,5673.95332838254
"152",1022,5578.82378241228
"153",1023,5647.82082436177
"154",1024,10066.1749027609
"155",1025,16440.9906505647
"156",1026,19065.462293932
"157",1027,5091.29904913426
"158",1028,5483.69423644203
"159",1029,5436.1294634569
"160",1030,-3898.00000000025
"161",1031,5436.1294634569
"162",1032,2768.59310344826
"163",1033,11568.4010962822
"164",1034,2548.90985508177
"165",1035,4516.86289461645
"166",1036,2548.90985508177
"167",1037,5531.25900942716
"168",1038,2893.99999999988
"169",1039,11568.4010962822
"170",1040,5898.24015428341
"171",1041,2761.02407511285
"172",1042,2783.9468397545
"173",1043,8881.55757310224
"174",1044,6102.03628524869
"175",1045,2736.93944281995
"176",1046,2459.01847475237
"177",1047,5697.20439427536
"178",1048,12225.6896551724
"179",1049,2877.96163362359
"180",1050,5578.82378241228
"181",1051,11882.2256024611
"182",1052,2881.82631525705
"183",1053,5700.41250507513
"184",1054,2783.9468397545
"185",1055,2783.9468397545
"186",1056,2761.02407511285
"187",1057,5656.23866156018
"188",1058,16429.7298402804
"189",1059,3993.30855779184
"190",1060,2783.9468397545
"191",1061,5183.48523531224
"192",1062,5779.13585970572
"193",1063,6162.01035322778
"194",1064,2464.59939914161
"195",1065,5964.1827040195
"196",1066,2700.62295504076
"197",1067,3442.05039683815
"198",1068,19419.0308663627
"199",1069,5483.69423644203
"200",1070,2518.51999999998
"201",1071,2572.44060085835
"202",1072,5942.99879056644
"203",1073,2410.67879828325
"204",1074,5832.29760454732
"205",1075,5531.25900942716
"206",1076,16362.1649785741
"207",1077,19212.7825324448
"208",1078,4607.2167912155
"209",1079,5415.65302983701
"210",1080,4719.14964626271
"211",1081,2877.96163362359
"212",1082,2689.93204588541
"213",1083,2356.75819742488
"214",1084,5959.34196629331
"215",1085,8864.30251239104
"216",1086,9840.222260085
"217",1087,5531.25900942716
"218",1088,2783.9468397545
"219",1089,2783.9468397545
"220",1090,5531.25900942716
"221",1091,5578.82378241228
"222",1092,5959.34196629331
"223",1093,11757.5352716873
"224",1094,5578.82378241228
"225",1095,5568.52740560295
"226",1096,5738.17012699054
"227",1097,3301.02820603451
"228",1098,2700.1068965517
"229",1099,2881.82631525705
"230",1100,5820.1015924209
"231",1101,19065.462293932
"232",1102,5626.38855539741
"233",1103,5864.21242032305
"234",1104,11278.2192905591
"235",1105,2877.96163362359
"236",1106,2877.96163362359
"237",1107,2924.96903055814
"238",1108,4981.50000000001
"239",1109,5578.82378241228
"240",1110,5531.25900942716
"241",1111,6162.01035322778
"242",1112,12598.5862068965
"243",1113,12785.0344827586
"244",1114,6102.03628524869
"245",1115,10066.1749027609
"246",1116,2877.96163362359
"247",1117,6147.82745414234
"248",1118,4607.2167912155
"249",1119,9976.95562073582
"250",1120,2734.20240343346
"251",1121,9840.222260085
"252",1122,16373.4257888585
"253",1123,5415.65302983701
"254",1124,16429.7298402804
"255",1125,2595.91725201632
"256",1126,2356.75819742488
"257",1127,2761.02407511285
"258",1128,4697.57068781456
"259",1129,16429.7298402804
"260",1130,2640.22183496866
"261",1131,11568.4010962822
"262",1132,16440.9906505647
"263",1133,5832.29760454732
"264",1134,2640.22183496866
"265",1135,3002.62855540124
"266",1136,2761.02407511285
"267",1137,3425.43639590592
"268",1138,5721.51810136767
"269",1139,9552.62285399017
"270",1140,16524.4029053035
"271",1141,5832.29760454732
"272",1142,5721.51810136767
"273",1143,10244.6134668112
"274",1144,5436.1294634569
"275",1145,4542.30380346305
"276",1146,5626.38855539741
"277",1147,4968.63237761172
"278",1148,2640.22183496866
"279",1149,2642.92464895086
"280",1150,5898.24015428341
"281",1151,2689.93204588541
"282",1152,5626.38855539741
"283",1153,4641.76038142112
"284",1154,2459.01847475237
"285",1155,6065.89598871198
"286",1156,12728.9008438816
"287",1157,2572.44060085835
"288",1158,5028.70670562907
"289",1159,2689.93204588541
"290",1160,5697.20439427536
"291",1161,2783.9468397545
"292",1162,8864.30251239104
"293",1163,3063.02967547334
"294",1164,9115.79610323022
"295",1165,2877.96163362359
"296",1166,2519.41959482447
"297",1167,9084.7628004846
"298",1168,5531.25900942716
"299",1169,2783.9468397545
"300",1170,2877.96163362359
